,n,Labels,comment_text
5058,,1,trots den enorma polisinsatsen och den obligatoriska hyllningen av dem själva tex från polisen martin sida så kan man med fog anse an polisens insats inte var överdrivet lyckad trots att de snabbt var på platsen och stängde ner E banan och pendeltågen många timmar ändå missade de gärningsmannen som tog sig ända ut till arlanda dessutom Börjar man undra var det öht värt att satsa en massa resurser på säpo och fra när såna här knäppgökar släppte igenom söknätet trots att personen ifråga mycket tydligt på sin facebooksida gav uttryck för nån slags personlig jihad kanske vore bättre att satsa på ett gäng tonåriga nördhackers
2927,25.0,0,kan ju också varit så att det var riksdagen som var målet  men att man av någon anledning valde att köra in i åhlens istället
1039,6.0,0,han låg ju iaf steget före
3885,21.0,0,nja  jag droppade namnet på en annan intressant  som också visade sig felaktig  men jag påstod inte att han var mgm
4329,38.0,0,jag är säker på att svts direktsändning igår inkluderade en telefonintervju med en kvinna som tillsammans med andra gömde sig inne i en byggnad medan en synligt maskerad man sköt mot dem utanför  vet man mer om detta
5717,,1,det är skillnad på att vara omhändertagen och gripen dom som plockats av polis kan ha varit personer som bettet sig uppseendeväckande t ex ropat till akbar och något obehagligt har då dragit till sig polisens intresse som beslutat att vika ihop personen och kom med i en för kontroll
3402,7.0,0,det ar val uppenbart  ekonomiska sa klart
3739,24.0,0,beklagar  förstod jag dig rätt att du med drabbad menar en av de skadade  hoppas i så fall att han eller hon klarar sig
2879,37.0,0,tack då befann han sig troligen vid circle k och jag tippar att han hade skåpbilen med sig dit och sen drog rakt ner på steninge allé mot steninge slott och hans ikapp vid parkeringen till steningebadet
794,90.0,0,fast du  där liknande terrordåd har hänt i andra länder som till exempel frankrike  england och tyskland  så har det visat sig vara en muslim    det här dådet är alldeles för likt för att det ska visa sig vara någon som är psykiskt sjuk    i och för sig är man ju sjuk om man dödar     med det sagt så ska du inte bry dig för mycket om vad rasisterna säger     alla muslimer är inte onda men de muslimer som gör såna här saker ska hoppas på    oskyldiga   nej   skyldiga   ja
2115,17.0,0,ja  det verkar vara samma     jag tog en screen shot från svt s sändning alldeles nyss också
2549,35.0,0,vi vet ju inte ens hur säpo sköter det där nu  de påstår en massa saker  men har inte haft på koll på detta  terrorhotnivå  är  förhöjd   hade de haft koll borde den legat på
3557,119.0,0,ärligt talat så tror jag inte han känner till området  han kunde ju lika gärna hoppat av vid busshållsplatsen precis bredvid bensinmacken om han vill hyra en bil   jag utgår från att han inte hade en bil parkerad vid frejgatan  känns orimligt att han skulle tanka på den senare på circle k  sånt sköter man innan om man ändå planerar detta      när  passerade rondellen tror jag han såg att det fanns en bilmack  funderade ett tag och sedan beslutade sig för hoppa av vid frejgatan  sedan vände han tillbaka ned för att hyra en bil varpå dom anställda på circle k kunde identifiera honom och en polispatrull i området agerade snabbt vilket utbröt i en biljakt ut mot steningebadet
3116,45.0,0,precis  att avsluta med att krascha in i åhléns kanske inte var planen från början  t centralen låter som ett bättre mål  eller varför inte fortsätta drottninggatan fram till riksdagshuset  där finns det väl dock ganska kraftiga hinder strax innan bron  eller har jag fel
1539,16.0,0,polisen omhändertog personer lite här och där  sånt som händer när man inte lyder polisens order
1498,36.0,0,det fanns betonglejon  men de hade vält  de är till för att stoppa personbilar som körs av normala människor  en lastbil med en galning i stoppar de inte  man kanske måste sätta upp stridsvagnshinder på drottninggatan
3742,80.0,0,vem är mgm    jag undrar över vem mgm är  den utpekade ra hävdar bestämt att han inte har med dådet att göra    återstår några andra uppgifter om mgm som borde bekräftas eller förkastas        ryssland har begärt honom utlämnad  men sverige avslog begäran        han är engagerad i organisationenhizbut tahrir hizb ut tahrir    organisationen är förbjuden och terrorstämplad i bl a  tyskland  ryssland  kina  egypten och turkiet    är ens uppgiften   årig fyrabarnsfar från uzbekistan  bekräftad  eller är det något som aftonbladet gissat
710,13.0,0,polisen på pressträffen visar bild på den person som redan är gripen  eller
5054,,1,livstid jag kan inte se något principiellt alternativ skulle vara bra om vi tillåter dödsstraff igen
1321,59.0,0,jag tror också att det kan bli fler dödförklarade  det är inte ovanligt att någon hamnar i koma och dödförklaras långt senare  eller vaknar igen    i nuläget så är det  som är officiellt dödförklarade  inget annat    så det vore trevligt om folk kunde sluta samma tråden med sina jävla konspirationsteorier  konspirationsteorier om antalet döda borde diskuteras under sektionen konspirationsteorier
5781,,1,men nu är vi i sverige vi vita män har under lång tid lyckats få ett tryggt och civiliserat samhälle där dessa illdåd är ovanliga ovanliga vi blev så heligt förbannade att vi kände att vi skulle dela på oss av denna civilisation till människor utanför länder som syrien och resultatet blev att detta välfungerande europeiska samhälle så alltmer börjar likna just syrien
3841,36.0,0,mm tycker att den nedre har vanliga mer  vanliga  jeans och något tightare mot den övre    känns som undre har något rundare ansikte än övre   tycker även hudtonen är något mörkare på övre än undre bilden
156,8.0,0,en lågoddsare är väl en hemvändande is krigare
3571,16.0,0,polisen har hittat en  anordning  i bilen  men vill inte bekräfta att det var en bomb
3649,77.0,0,bilden på flickan kvinnan är hemskt  men hon är inte oidentifierbar när det kommer till överkroppen  sr s reporter ska ha försökt återuppliva en man på plats  men misslyckats  att de försökte få liv i honom talar ändå för att han inte var halv  huvudlös eller liknande  ytterligare en person ska ha avlidit på plats  den fjärde på sjukhuset    som gato skrev dock  de kan ju mycket väl vara turister  varför identifieringen och besked till anhöriga dröjer
1090,31.0,0,men snälla  terrordåd har begåtts i alla länder i hela världen och kommer även i framtiden att hända    även i islam fria polen har terrordåd begåtts    släpp den orangea muppen nu
5998,,1,ja detta var kanske ett av barnen som vistårinteut kämpar för bilderna från bl a Rumänien låt alla afghanbarn få göra manifestationen i sthlm för några veckor sedan borde jag trotteri är väl den här på fronten som har bäst reagerat på det sällskapet Filmen är tyvärr bannad för tillfället och in länken igen mannen som arresterades i hjulsta
3159,8.0,0,det är inte det offret jag talar om
1756,1.0,0,och
3149,6.0,0,ser ut som en ung afghan
1919,25.0,0,låt oss säga att den gripne faktiskt är föraren  hur i helvete lyckades han kliva ur lastbilen efter dådet och ta sig obemärkt till märsta
4359,28.0,0,är det bara jag som tycker att efterlysningsbilderna är på  olika personer   fast med likadana kläder
3946,21.0,0,både polisen och ygeman har uttryckligen avfärdat detta som false news  det förekom ingen skottlossning vare sig där eller på fridhelmsplan
4002,24.0,0,det finns en uppgift om att han skadats av glassplitter  vad gäller den misstänkta bomben så är det väl oklart om den ens briserat
3940,31.0,0,problemet med avpixlat är att dom skiter i om de har fel och raderar bara sina artiklar när de motbevisats  vanlig media väntar ju med uppgifter tills polisen säpo släpper information
4724,,1,den chansen är inte att jag tror jag är en ickesvensk
6001,,1,vet vi någon om hur länge man varit i sverige är det en är knappast särskilt välintegrerad om man säger »
4536,54.0,0,ja  och den anledningen är att det finns bildbevis på en civil person med dragen pistol vid åhlens     man drar inte sitt vapen utan anledning och den enda anledning jag kan förstå är en bedömd omedelbar förestående eldstrid under pågående attentat    jag litar mer på omdömet hos mannen med draget vapen än på ygeman
5200,,1,för man rör sig säkert normalt för att man kört på massor av människor samt är jagad utav hela landets poliser stalltips tänk först tala sen
681,13.0,0,dom har ej föraren  ypperligen allvarligt att denne är lös ännu enligt mig
4879,,1,på den banken skrev de aldrig ut etnicitet alla var svenska vad jag vet så var han iranier fast det idag är svensk standard dig
1108,5.0,0,de kanske lånat in utrustning
4441,10.0,0,samtalstid finns också  all info går att hitta i samtalsloggen
1860,75.0,0,jo du förstår att om han var klar och stod och körde upp liften när terroristen hoppade in i bilen    om du tittar på bilderna på lastbilen så ser du att liften nästan är uppe    då chauffören  den riktiga  försökte stoppa stölden så är chansen stor att han befann sig vid bilen    det är kanske inte svårare än så  bara för att det var ett stopp hos en kund betyder inte att liften var nere
5795,,1,islamistskägg och lilla jäntan inlindad med tyg från topp till tå och denne man har ett underbart budskap beträffande hur vi ska leva nuet liv
5405,,1,ett gäng muslimer nu i dagar nu gör en uppmuntrande gest med pekfingret i luften vid kärrtorps tunnelbana skrattar åt dom också det är så att man kokar
746,26.0,0,kan bara hålla med dig och samtidigt är man inte förvånad heller längre     slag under bältet  men så mycket stefan löfven med company för detta nu
3858,23.0,0,bilden på kvinnan i blå jacka som ligger totalt mosad har samma hårfärg som teresa  kan vara henne hoppas jag dock inte  rip
5137,,1,frågan om det var planerat eller stundens ingivelse med samma ingivelse menar jag ändå att idioten både planerat att göra ett dåd och hittade ett fall till och med att föraren lastade av varor ur lastbilen enl uppgift fast å andra sidan rånarluva skottlossning på fridhemsplan är bara bekräftat eller bara ett rykte att någon såg någon gärningsman bild
5857,,1,var ju bara en tidsfråga enligt expressen är det minst döda men det får man ska ta med en nypa eftertanke vi fick inte ens resurser i sjukvården för att ta hand om akut skadade personer inte som läget ser ut just nu då vaknar politikerna nu nu
1535,42.0,0,planen kan ju lika gärna vara att kapa en bil  vilken som helst  och köra över folk    han kan ju lika gärna ha letat efter en bil igår med men inte hittat någon    vi får väl se vad de kommer fram till
2410,6.0,0,det mesta tyder på det ja
2638,30.0,0,samlingsbegreppet för dem som tror på islam är muslimer    islamister  det är de som anser att islams regelverk inte bara skall styra de troendes vandel utan skall vara nationalstatens lag
1726,29.0,0,fraga  funkar pumpen till hydraliken utan tandning pa vs  motor igang    nasta fraga  klaffen baktill stangd vid krasch  betyder det nagot    ar en lekman när det kommer till hydralik
5871,,1,fjäder i hatten för svt det här fick vi inte glömma sverige råkar under attack och svt gör sitt sämsta för att sprida desinformation
6221,,1,tycker också att det är frågan om exakt varför man stängde ner trafiken kollektivtrafik det va ju inte så att man stängde ner trafiken och sedan satte igång att kontrollera och identifiera människor utan man stängde bara av tunnelbanan så att tusentals människor fritt kunnat driva runt miltals i en terrordrabbad stad från början skulle ju också alla stängas in i butiker med mera i upp till flera minuter har vi ju hört men sedan ändrades det och därefter skulle alla plötsligt ut på gatorna utan möjlighet att söka skydd eller ta taxi från city snabbt och effektivt varför är det ingen som undrat något över det eller gett en förklaring nån gång kanske som frågat någon i ansvarig ställning efter nån typ av förklaring haha nej jag skoja bara förlåt silly me
37,7.0,0,tydligen en hel del döda    källa  ekot
79,17.0,0,ska röra sig om fler än  döda  enligt flera vittnen så ligger det kroppar ute på gatorna
5118,,1,någon som hört mer om antalet väl beväpnade mas som påståtts ha skett där i närhetet fackeltåg mot rasism imorgon
1874,139.0,0,de räcker inte till för att hejda en lastbil  däremot så finns det speciella pålar   även varianter som kan sänkas ned och höjas vid behov   som  effektivt  stoppar även en tung lastbil  problemet är bara det att man bara kan använda de sänk höjbara eftersom varuleveranser måste till  men om man  i mitten  av sträckan infart ifrån kungsgatan fram till sergelgatan  satt upp sådana pålar som kan höjas upp och om man vid vardera infarten satt upp detektorer som registrerar hastigheten på fordon  så borde då detta  automatiskt  kunna få pålarna i mitten av sträckan att höjas  då hade den kapade lastbilen  bara  hunnit  meter  vilket kanske skulle ha minskat antalet döda skadade  men att fullständigt kunna klara sig ifrån denna typ av illdåd   även psyksjuka kan ju göra sådant   är helt omöjligt  givet att butiker måste få varuleveranser
4189,40.0,0,aha  det var som fasen  det var information som gått mig förbi  vet att en hittades under lastbilen först efter ett tag och trodde det var den personen som fick dödssiffran att stiga och inte en som avled på sjukhus
4710,,1,folk går banans på varandra och nån har nyligen twittrat om att det finns det människor allt tyder på terrordåd så knip
2828,23.0,0,hytten var ju inte alls mos här bärgas lastbilen föraren fick lite skador och lämnade blod efter sig dna matchar ju bra sen
3621,11.0,0,otroligt uselt av säpo att gm gått under radarn tills nu
1820,22.0,0,undvik att bara posta en länk utan förklaring till vart den leder och vad det har med trådens topic att göra     mod
167,16.0,0,på lastbilen står det  kall öl  och något under     känns det inte lite som en leverantørlastbil
1630,12.0,0,någon som vet vilken film som nämns i denna artikeln från dn
198,28.0,0,sj ab  på polisens begäran är det för närvarande stopp i tågtrafiken till och från stockholm c  för närvarande finns ingen prognos när trafiken kan återupptas   mvh sj
3617,4.0,0,aha  törs inte titta
230,11.0,0,sitter fast i centralen  kom hit precis då lockdown började    typiskt
468,40.0,0,en skottlossning ska kort efteråt ägt rum vid fridhemsplan i centrala stockholm  bekräftar polisen för expressen  det är dock oklart om det har något samband med händelsen på drottninggatan     källa  omni se   dock är uppgifterna obekräftade ännu enligt polisen se
3085,31.0,0,vad för typ av poliser var det som hade gröna kläder och vad som såg ut som en storlek större automatgevär än ni som väl brukar klä sig blått med mpor
3049,14.0,0,efterlysningen av  åriga ebba är uppe igen på mammans begäran enligt cindy lees fb
5701,,1,nu börjar vi internationella medier hänga upp breaking news nu kommer vi få höra trump säga vad än det jag sa i veckor framåt sen blir det en revolution mot rasism inom dagar fyfan
5614,,1,kommer åhléns att stämma staden för förlorat kapital i denna butik vad kan skadeståndet gestalta sig om
4960,,1,det var bara en tidsfråga innan sverige skulle råka ut för detsamma utan mina tankar går till de drabbade det börjar bli tätt med attacker 😭
4421,19.0,0,varför stör denna artikel dig  jag kan sätta mig in i hur den andra retar dig  men inte denna
476,2.0,0,från dn
5905,,1,med ganska mycket poliser i farten hittar dom nog en och annan tomte som blir lyst för tidigare brott
4623,21.0,0,troligen en sk  burner   en billig telefon man skaffar kontantkort till och sedan gör sig av med efter mycket kort användning
3668,18.0,0,helt oskyldiga människor pekas också ut som gm i tråden  som den papperslöse flyktingen som just nämndes ovan
4591,30.0,0,försökt luska  men inte fått svar  är ju onekligen höljt i dunkel     precis som så mycket annat     ett stycke barnvagn fanns också under lastbilen  dock inget barn  tack och lov
1566,27.0,0,den fjärde dog på sjukhus  på bilden jag länkade låg tre döda i samma korsning     de måste ha varit de enda som dog på plats enligt polisen
763,9.0,0,precis min tanke    hur i helvete är det möjligt
5735,,1,Mest gripna än så länge för hela polisledningen de är inte väl förberedda alls det säger dom bara för att lugna folket de har absolut koll alls
2662,36.0,0,om han var drogad ja  är det bekräftat   men oavsett vad så blir man väldigt dum när man går på adrenalin då man bokstavligen blir till en grottmänniska för att man är inställd på total överlevnad
2117,8.0,1,begäran avslagen p g a yttrandefrihet och empatilöshet
1263,8.0,0,inte räknas hunden  som en av de stupade
378,44.0,0,eller så är det bara de som är lediga såhär dags en arbetsdag  har för mig att fredag är en muslimsk motsvarighet till vår söndag    du ser ofta mängder med folk av annan härkomst runtom i sveriges städer på fredagar  i kaftaner  niqab mm
